#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 482: Flattop Mtn., MT
# 
# Data items provided in this file:
#
# Element Name                Value Type               Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                    None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Median (1991-2020)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of median (1991-2020)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                    None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Flattop Mtn. (482) 
# Montana  SNOTEL Site - 6300 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Sep 7, 2023, 12:53:10 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1991-2020) (in) Start of Day Values,Snow Water Equivalent % of Median (1991-2020),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Median Precipitation Accumulation (1991-2020) (in) Start of Day Values,Precipitation Accumulation % of Median (1991-2020),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
2000-02-15,31.2,30.5,102,,43.4,38.9,112,24.1,13.3,19.9
2000-02-16,31.7,31.3,101,,43.9,38.9,113,27.9,5.0,18.7
2000-02-17,31.8,31.4,101,,44.0,38.9,113,23.4,1.6,14.0
2000-02-18,31.8,31.6,101,,44.0,38.9,113,23.4,12.9,16.9
2000-02-19,31.9,32.1,99,,44.1,39.0,113,33.4,7.2,17.2
2000-02-20,31.9,32.4,98,,44.1,39.2,113,39.4,9.9,22.3
2000-02-21,31.9,32.8,97,,44.1,39.4,112,33.6,28.0,31.5
2000-02-22,32.2,33.1,97,,44.4,40.0,111,36.5,31.8,33.8
2000-02-23,32.4,33.8,96,,44.6,40.6,110,34.9,27.7,31.6
2000-02-24,32.6,34.0,96,,44.8,40.8,110,32.2,11.7,25.7
2000-02-25,32.8,34.2,96,,45.0,41.2,109,26.1,10.6,20.3
2000-02-26,32.9,35.0,94,,45.1,42.2,107,28.8,18.5,23.4
2000-02-27,33.1,35.4,94,,45.3,42.7,106,35.8,25.5,30.6
2000-02-28,33.6,35.4,95,,45.8,42.8,107,31.1,26.4,28.6
2000-02-29,33.8,35.5,95,,46.0,43.0,107,40.6,21.9,29.7
2000-03-01,33.9,35.7,95,,46.2,43.2,107,30.2,22.8,28.2
2000-03-02,34.0,35.9,95,,46.4,43.5,107,37.6,23.0,30.6
2000-03-03,34.0,36.4,93,,46.4,44.0,105,33.8,28.8,31.1
2000-03-04,34.0,37.1,92,,46.5,44.3,105,34.0,30.6,32.2
2000-03-05,34.5,37.5,92,,47.2,44.6,106,31.8,20.3,25.2
2000-03-06,34.7,37.6,92,,47.4,45.0,105,32.5,19.0,26.2
2000-03-07,35.1,37.8,93,,47.8,45.3,106,33.3,12.7,25.9
2000-03-08,35.2,38.2,92,,47.9,45.4,106,27.5,10.4,18.7
2000-03-09,35.2,38.5,91,,47.9,45.6,105,34.7,19.2,25.5
2000-03-10,35.2,39.0,90,,47.9,46.0,104,31.1,22.5,27.0
2000-03-11,35.3,39.2,90,,48.0,46.5,103,32.2,22.1,27.0
2000-03-12,35.8,39.8,90,,48.5,47.0,103,30.2,22.5,24.3
2000-03-13,36.0,40.0,90,,48.7,47.0,104,27.5,21.6,24.8
2000-03-14,36.1,40.0,90,,48.8,47.4,103,28.8,24.1,26.2
2000-03-15,37.2,40.2,93,,49.9,47.6,105,28.8,20.5,24.6
2000-03-16,37.3,40.4,92,,50.0,48.0,104,32.2,12.7,24.1
2000-03-17,37.7,40.8,92,,50.4,48.4,104,26.2,22.1,23.4
2000-03-18,38.2,40.9,93,,50.9,48.8,104,30.6,22.6,26.4
2000-03-19,38.6,41.2,94,,51.3,48.9,105,29.8,14.0,23.2
2000-03-20,39.2,41.6,94,,51.9,49.0,106,30.2,12.4,22.6
2000-03-21,39.2,41.8,94,,51.9,49.1,106,36.0,15.4,23.9
2000-03-22,39.2,42.2,93,,51.9,49.7,104,44.2,15.3,34.0
2000-03-23,39.4,42.8,92,,52.1,49.8,105,34.7,24.3,28.8
2000-03-24,40.2,43.0,93,,53.3,49.8,107,32.0,16.5,25.3
2000-03-25,40.2,43.5,92,,53.3,50.0,107,37.0,15.1,27.7
2000-03-26,40.2,43.6,92,,53.3,50.0,107,43.3,22.6,32.5
2000-03-27,40.2,43.8,92,,53.3,50.2,106,46.0,31.8,38.1
2000-03-28,40.2,44.0,91,,53.3,50.2,106,32.9,25.5,29.5
2000-03-29,40.6,44.1,92,,53.7,50.8,106,36.7,25.3,28.6
2000-03-30,41.4,44.2,94,,54.5,50.9,107,39.7,19.2,28.9
2000-03-31,41.4,44.2,94,,54.6,51.0,107,42.6,15.1,29.7
2000-04-01,41.4,43.8,95,,54.6,51.3,106,43.5,24.4,32.5
2000-04-02,41.5,43.8,95,,54.6,51.4,106,32.5,15.3,23.7
2000-04-03,41.5,43.9,95,,54.6,51.4,106,47.1,14.4,30.7
2000-04-04,41.5,44.0,94,,54.7,51.6,106,43.2,25.7,37.2
2000-04-05,41.9,44.4,94,,55.1,52.6,105,31.8,23.9,26.4
2000-04-06,41.9,44.4,94,,55.1,53.0,104,34.3,19.9,25.5
2000-04-07,42.3,44.4,95,,55.4,53.1,104,38.1,15.4,28.0
2000-04-08,42.4,44.7,95,,55.8,53.1,105,49.5,18.7,33.8
2000-04-09,42.4,45.2,94,,55.8,53.2,105,52.5,25.3,37.6
2000-04-10,42.0,45.2,93,,55.8,53.2,105,47.3,27.0,34.5
2000-04-11,41.9,45.2,93,,55.8,53.5,104,48.2,27.7,40.6
2000-04-12,41.7,45.3,92,,55.8,53.6,104,49.6,30.7,42.3
2000-04-13,40.3,45.6,88,,55.8,53.8,104,31.1,5.5,16.5
2000-04-14,40.4,45.6,89,,56.1,54.0,104,26.6,4.5,15.3
2000-04-15,41.6,45.6,91,,56.9,54.2,105,37.8,26.8,32.7
2000-04-16,42.6,45.7,93,,57.4,54.6,105,41.4,32.5,35.6
2000-04-17,43.2,46.0,94,,58.0,54.8,106,45.7,29.3,36.0
2000-04-18,42.5,46.2,92,,58.2,54.8,106,56.3,29.1,40.6
2000-04-19,41.5,46.2,90,,58.2,54.8,106,56.1,28.0,41.2
2000-04-20,41.0,46.4,88,,58.2,55.0,106,52.0,29.8,42.3
2000-04-21,40.6,46.7,87,,58.2,55.1,106,51.4,33.6,42.1
2000-04-22,40.1,46.0,87,,58.2,55.1,106,41.5,32.7,36.7
2000-04-23,40.0,46.0,87,,58.3,55.2,106,39.4,29.8,32.9
2000-04-24,40.0,46.2,87,,58.4,55.2,106,35.4,14.4,27.7
2000-04-25,40.3,45.6,88,,58.6,55.8,105,36.7,13.5,27.9
2000-04-26,40.5,45.6,89,,58.7,55.8,105,46.6,27.5,34.3
2000-04-27,40.9,44.9,91,,58.7,55.9,105,59.9,27.7,44.1
2000-04-28,40.3,44.8,90,,58.7,56.1,105,46.8,29.5,36.0
2000-04-29,40.5,44.4,91,,59.0,56.2,105,41.2,27.1,34.0
2000-04-30,40.5,44.0,92,,59.0,56.2,105,53.2,28.4,39.9
2000-05-01,40.5,44.2,92,,59.0,56.2,105,56.8,34.2,44.8
2000-05-02,40.8,44.5,92,,59.0,56.3,105,42.1,36.3,38.3
2000-05-03,41.3,45.2,91,,59.5,56.4,106,47.5,34.2,38.1
2000-05-04,41.5,44.7,93,,59.7,56.6,105,37.6,27.3,32.9
2000-05-05,41.5,44.6,93,,59.8,56.7,105,46.8,26.8,34.7
2000-05-06,41.8,44.4,94,,60.2,56.9,106,39.9,20.3,30.0
2000-05-07,41.8,44.4,94,,60.2,57.0,106,45.0,19.2,32.7
2000-05-08,41.9,45.2,93,,60.2,57.2,105,49.6,22.6,37.6
2000-05-09,41.2,45.1,91,,60.3,57.8,104,42.4,30.4,35.1
2000-05-10,42.0,45.0,93,,61.1,57.8,106,39.7,27.9,31.5
2000-05-11,42.2,44.8,94,,61.4,57.8,106,40.3,24.3,30.9
2000-05-12,42.6,44.3,96,,61.8,58.0,107,43.0,28.2,32.5
2000-05-13,42.7,43.9,97,,62.0,58.8,105,50.0,24.1,36.0
2000-05-14,42.5,43.3,98,,62.0,58.8,105,49.6,30.2,40.1
2000-05-15,42.2,42.7,99,,62.0,58.8,105,56.5,31.3,42.1
2000-05-16,41.5,42.1,99,,62.0,59.0,105,55.4,32.2,44.4
2000-05-17,41.3,42.0,98,,62.0,59.0,105,57.0,33.8,45.3
2000-05-18,40.9,41.7,98,,62.0,59.2,105,53.6,34.3,44.2
2000-05-19,40.6,41.2,99,,62.0,59.4,104,43.2,32.5,38.5
2000-05-20,40.3,40.9,99,,62.3,59.4,105,53.8,38.1,44.2
2000-05-21,39.8,40.4,99,,62.3,59.5,105,52.2,38.7,44.6
2000-05-22,39.7,40.0,99,,63.0,59.6,106,55.9,42.8,47.8
2000-05-23,38.0,39.2,97,,63.0,59.8,105,53.6,31.8,45.0
2000-05-24,36.6,38.8,94,,63.0,60.2,105,55.9,28.8,44.1
2000-05-25,35.3,38.2,92,,63.1,60.3,105,56.3,34.3,45.0
2000-05-26,34.3,37.6,91,,63.1,60.4,104,47.8,32.5,41.4
2000-05-27,33.4,37.0,90,,63.1,60.8,104,45.7,37.9,41.7
2000-05-28,32.8,36.4,90,,63.3,61.0,104,47.1,29.5,39.6
2000-05-29,32.0,35.8,89,,63.5,61.1,104,47.5,29.7,36.7
2000-05-30,31.5,35.4,89,,63.5,61.2,104,39.6,29.3,35.8
2000-05-31,31.0,34.1,91,,63.7,61.2,104,38.3,24.1,32.5
2000-06-01,30.9,33.6,92,,63.9,61.2,104,48.0,21.2,36.3
2000-06-02,30.5,32.6,94,,63.9,61.2,104,57.7,33.1,43.7
2000-06-03,30.0,31.8,94,,64.1,61.3,105,52.9,33.3,42.3
2000-06-04,29.5,30.9,95,,64.1,61.3,105,61.5,31.8,46.8
2000-06-05,28.1,29.6,95,,64.1,61.3,105,69.4,37.6,53.4
2000-06-06,27.0,28.6,94,,64.1,61.3,105,58.3,38.5,50.7
2000-06-07,25.7,27.5,93,,64.1,62.1,103,66.0,37.0,50.2
2000-06-08,24.4,26.4,92,,64.1,62.3,103,61.9,39.9,48.9
2000-06-09,24.6,25.8,95,,64.4,62.6,103,48.2,36.9,40.6
2000-06-10,22.5,24.9,90,,64.7,62.6,103,48.0,32.0,38.8
2000-06-11,21.6,24.4,89,,64.9,62.6,104,39.9,32.0,35.4
2000-06-12,21.5,23.6,91,,65.2,63.0,103,42.4,36.9,40.1
2000-06-13,21.9,23.0,95,,66.1,63.0,105,48.2,37.8,42.4
2000-06-14,20.7,22.4,92,,66.2,63.5,104,46.6,37.8,42.6
2000-06-15,21.8,22.2,98,,67.3,63.7,106,49.6,34.0,39.4
2000-06-16,20.5,21.0,98,,67.7,64.0,106,52.0,34.0,40.3
2000-06-17,20.9,20.5,102,,67.9,64.0,106,53.2,31.8,43.2
2000-06-18,17.4,19.2,91,,68.0,65.2,104,55.8,36.0,45.0
2000-06-19,16.4,18.0,91,,68.2,65.3,104,46.0,35.1,39.7
2000-06-20,15.9,16.6,96,,68.7,66.2,104,55.0,33.3,45.9
2000-06-21,15.0,15.2,99,,68.7,66.4,103,58.8,40.1,48.4
2000-06-22,13.9,14.4,97,,69.1,66.6,104,58.3,38.1,47.5
2000-06-23,12.6,13.8,91,,69.1,66.8,103,56.8,35.8,47.7
2000-06-24,11.5,13.2,87,,69.1,67.0,103,47.7,34.5,41.7
2000-06-25,11.1,12.4,90,,69.4,67.0,104,56.7,32.0,44.2
2000-06-26,10.1,11.2,90,,69.4,67.3,103,55.4,35.8,45.3
2000-06-27,9.0,10.0,90,,69.4,67.5,103,66.2,34.3,48.9
2000-06-28,7.6,8.4,90,,69.4,67.5,103,66.4,39.0,50.5
2000-06-29,6.2,6.8,91,,69.4,67.5,103,66.0,39.0,54.1
2000-06-30,4.4,5.0,88,,69.4,67.9,102,66.9,42.3,55.2
2000-07-01,2.5,2.8,89,,69.4,68.3,102,63.9,41.7,53.1
2000-07-02,1.1,1.3,85,,69.4,68.6,101,58.8,37.6,49.5
2000-07-03,0.4,0.5,80,,69.5,68.8,101,50.2,36.7,43.0
2000-07-04,0.3,0.0,,,69.8,68.8,101,39.7,34.3,37.2
2000-07-05,0.0,0.0,,,70.3,68.9,102,57.9,30.6,45.7
2000-07-06,0.0,0.0,,,70.3,69.0,102,45.7,41.5,43.3
2000-07-07,0.0,0.0,,,70.6,69.0,102,58.1,41.0,48.6
2000-07-08,0.0,0.0,,,70.6,69.2,102,63.7,37.4,51.1
2000-07-09,0.0,0.0,,,70.6,69.2,102,56.7,41.0,47.8
2000-07-10,0.0,0.0,,,70.9,69.2,102,58.5,38.5,49.8
2000-07-11,0.0,0.0,,,70.9,69.4,102,63.0,38.5,52.7
2000-07-12,0.0,0.0,,,70.9,69.4,102,72.3,41.7,59.0
2000-07-13,0.0,0.0,,,70.9,69.5,102,78.1,47.5,64.4
2000-07-14,0.0,0.0,,,70.9,69.5,102,69.3,47.7,59.7
2000-07-15,0.0,0.0,,,70.9,69.5,102,61.3,40.1,51.8
2000-07-16,0.0,0.0,,,70.9,69.5,102,67.8,37.6,52.9
2000-07-17,0.0,0.0,,,70.9,69.5,102,68.9,42.1,56.3
2000-07-18,0.0,0.0,,,70.9,69.5,102,66.7,42.3,53.8
2000-07-19,0.0,0.0,,,71.2,69.5,102,68.9,43.3,56.3
2000-07-20,0.0,0.0,,,71.2,69.6,102,72.3,44.8,57.7
2000-07-21,0.0,0.0,,,71.2,69.6,102,72.7,44.8,58.6
2000-07-22,0.0,0.0,,,71.2,69.6,102,81.1,48.2,64.0
2000-07-23,0.0,0.0,,,71.2,69.6,102,61.3,49.8,55.6
2000-07-24,0.0,0.0,,,71.2,69.6,102,65.5,44.8,54.3
2000-07-25,0.0,0.0,,,71.2,69.6,102,69.1,42.1,56.7
2000-07-26,0.0,0.0,,,71.2,69.6,102,72.5,43.7,59.9
2000-07-27,0.0,0.0,,,71.2,69.6,102,68.2,45.5,58.1
2000-07-28,0.0,0.0,,,71.2,69.6,102,72.0,45.7,60.6
2000-07-29,0.0,0.0,,,71.2,69.6,102,75.7,50.2,64.4
2000-07-30,0.0,0.0,,,71.2,69.6,102,79.7,48.4,63.5
2000-07-31,0.0,0.0,,,71.2,69.6,102,77.9,52.7,64.4
2000-08-01,0.0,0.0,,,71.2,69.6,102,76.5,48.4,64.4
2000-08-02,0.0,0.0,,,71.2,69.6,102,72.9,44.1,58.3
2000-08-03,0.0,0.0,,,71.2,69.6,102,75.9,43.5,59.9
2000-08-04,0.0,0.0,,,71.2,69.6,102,70.3,47.3,57.0
2000-08-05,0.0,0.0,,,71.2,69.6,102,70.9,43.0,57.7
2000-08-06,0.0,0.0,,,71.2,69.6,102,70.5,47.7,59.4
2000-08-07,0.0,0.0,,,71.2,69.8,102,69.3,42.1,56.3
2000-08-08,0.0,0.0,,,71.3,69.8,102,74.7,43.9,59.9
2000-08-09,0.0,0.0,,,71.3,69.8,102,78.4,46.8,63.3
2000-08-10,0.0,0.0,,,71.3,69.9,102,78.1,43.2,60.6
2000-08-11,0.0,0.0,,,71.4,70.3,102,59.0,39.7,51.6
2000-08-12,0.0,0.0,,,71.6,70.3,102,66.7,36.5,53.2
2000-08-13,0.0,0.0,,,71.6,70.4,102,66.0,40.8,54.5
2000-08-14,0.0,0.0,,,71.6,70.5,102,64.8,36.1,49.5
2000-08-15,0.0,0.0,,,71.6,70.5,102,68.9,39.7,55.0
2000-08-16,0.0,0.0,,,71.6,70.5,102,64.6,37.9,51.4
2000-08-17,0.0,0.0,,,71.6,70.5,102,70.7,38.5,54.3
2000-08-18,0.0,0.0,,,71.6,70.5,102,71.2,44.6,58.1
2000-08-19,0.0,0.0,,,71.6,70.6,101,58.1,42.8,49.5
2000-08-20,0.0,0.0,,,71.6,70.6,101,55.6,41.2,46.8
2000-08-21,0.0,0.0,,,71.6,70.6,101,61.0,34.7,48.0
2000-08-22,0.0,0.0,,,71.6,70.6,101,69.3,35.8,52.0
2000-08-23,0.0,0.0,,,71.6,70.6,101,73.9,46.0,59.0
2000-08-24,0.0,0.0,,,71.6,70.6,101,65.3,44.1,55.8
2000-08-25,0.0,0.0,,,71.6,70.6,101,68.2,44.1,57.6
2000-08-26,0.0,0.0,,,71.6,70.8,101,62.2,46.8,54.7
2000-08-27,0.0,0.0,,,71.6,70.8,101,54.1,32.4,45.5
2000-08-28,0.0,0.0,,,71.6,70.8,101,56.8,29.5,44.1
2000-08-29,0.0,0.0,,,71.6,70.8,101,58.6,33.3,46.6
2000-08-30,0.0,0.0,,,71.7,70.8,101,46.8,36.9,42.1
2000-08-31,0.0,0.0,,,71.9,70.8,102,58.6,36.7,47.3
2000-09-01,0.0,0.0,,,71.9,70.9,101,50.7,42.3,46.0
2000-09-02,0.0,0.0,,,72.5,71.0,102,51.3,36.5,42.1
2000-09-03,0.0,0.0,,,73.4,71.2,103,46.4,34.0,37.9
2000-09-04,0.0,0.0,,,73.4,71.2,103,51.8,31.8,42.1
2000-09-05,0.0,0.0,,,73.4,71.2,103,50.9,35.6,42.4
2000-09-06,0.0,0.0,,,73.4,71.4,103,46.0,39.4,41.5
2000-09-07,0.0,0.0,,,73.6,71.4,103,50.9,40.8,46.2
2000-09-08,0.0,0.0,,,73.6,71.4,103,47.8,33.6,41.4
2000-09-09,0.0,0.0,,,74.4,71.4,104,35.6,32.9,34.2
2000-09-10,0.0,0.0,,,74.7,71.5,104,40.6,33.3,36.1
2000-09-11,0.0,0.0,,,75.3,71.5,105,46.0,33.6,41.0
2000-09-12,0.0,0.0,,,75.3,71.6,105,57.4,40.6,49.1
2000-09-13,0.0,0.0,,,75.3,71.7,105,63.3,42.6,52.2
2000-09-14,0.0,0.0,,,75.4,72.1,105,71.1,41.7,54.3
2000-09-15,0.0,0.0,,,75.4,72.2,104,74.7,47.5,58.8
2000-09-16,0.0,0.0,,,75.4,72.2,104,71.1,45.5,56.1
2000-09-17,0.0,0.0,,,75.4,72.6,104,66.0,45.1,56.7
2000-09-18,0.0,0.0,,,75.4,72.6,104,54.9,44.6,50.5
2000-09-19,0.0,0.0,,,75.4,72.7,104,47.8,28.6,39.0
2000-09-20,0.0,0.0,,,75.5,72.8,104,39.9,27.5,33.6
2000-09-21,0.0,0.0,,,75.8,73.0,104,33.4,17.6,22.6
2000-09-22,0.0,0.0,,,75.9,73.4,103,30.2,11.1,18.9
2000-09-23,0.0,0.0,,,75.9,73.8,103,43.5,9.1,25.5
2000-09-24,0.0,0.0,,,75.9,73.8,103,51.3,23.9,35.2
2000-09-25,0.0,0.0,,,75.9,73.9,103,54.1,29.5,39.2
2000-09-26,0.0,0.0,,,75.9,74.0,103,56.5,31.1,41.9
2000-09-27,0.0,0.0,,,75.9,74.0,103,58.6,32.2,44.6
2000-09-28,0.0,0.0,,,75.9,74.0,103,58.1,41.0,50.9
2000-09-29,0.0,0.0,,,75.9,74.0,103,50.0,40.6,44.1
2000-09-30,0.0,0.0,,,77.7,74.0,105,45.9,37.8,42.4
2000-10-01,0.0,0.0,,,0.0,0.0,,47.5,36.7,42.1
2000-10-02,0.0,0.0,,,0.0,0.0,,40.5,31.3,36.0
2000-10-03,0.0,0.1,0,,0.0,0.2,0,39.4,30.9,34.9
2000-10-04,0.0,0.2,0,,0.0,0.2,0,32.0,12.2,22.5
2000-10-05,0.0,0.0,,,0.0,0.4,0,37.0,10.8,22.3
2000-10-06,0.0,0.0,,,0.1,0.7,14,45.0,17.4,27.9
2000-10-07,0.4,0.1,400,,0.2,0.8,25,53.1,21.0,33.6
2000-10-08,0.8,0.2,400,,0.2,0.8,25,56.8,30.0,42.8
2000-10-09,0.9,0.0,,,0.2,1.2,17,61.0,35.2,46.0
2000-10-10,0.8,0.0,,,0.2,1.2,17,57.4,37.6,45.5
2000-10-11,0.7,0.2,350,,0.2,1.2,17,43.0,33.1,37.0
2000-10-12,0.5,0.2,250,,0.2,1.4,14,44.2,30.7,38.1
2000-10-13,0.2,0.4,50,,0.2,1.7,12,39.6,34.0,35.4
2000-10-14,0.1,0.4,25,,0.2,1.8,11,37.8,35.1,36.5
2000-10-15,0.0,0.6,0,,0.3,2.2,14,40.5,33.3,36.1
2000-10-16,0.0,0.6,0,,0.3,2.2,14,41.9,34.3,38.3
2000-10-17,0.0,0.6,0,,0.4,2.3,17,52.3,39.9,46.6
2000-10-18,0.0,0.6,0,,0.4,2.6,15,48.9,38.1,42.4
2000-10-19,0.0,0.6,0,,0.7,2.7,26,42.8,35.2,37.8
2000-10-20,0.0,0.6,0,,0.7,2.8,25,49.5,35.2,41.9
2000-10-21,0.0,0.7,0,,0.8,3.0,27,37.6,26.2,32.4
2000-10-22,0.0,1.0,0,,1.2,3.6,33,36.1,20.7,27.3
2000-10-23,0.0,1.2,0,,1.2,3.8,32,45.3,22.1,30.2
2000-10-24,0.1,1.2,8,,1.2,4.0,30,48.2,25.9,33.4
2000-10-25,0.4,1.4,29,,1.2,4.0,30,49.3,29.1,35.1
2000-10-26,0.6,1.5,40,,1.2,4.3,28,47.8,27.0,34.9
2000-10-27,0.9,1.6,56,,1.2,4.5,27,39.9,30.4,36.0
2000-10-28,0.9,1.6,56,,1.2,4.6,26,44.1,36.7,39.4
2000-10-29,0.9,1.8,50,,1.2,5.0,24,38.3,25.2,32.7
2000-10-30,1.0,2.1,48,,1.4,5.4,26,37.0,22.3,27.5
2000-10-31,1.0,2.2,45,,1.4,5.6,25,29.8,26.6,28.2
2000-11-01,1.0,2.2,45,,1.4,5.8,24,30.6,24.1,28.0
2000-11-02,1.1,2.4,46,,1.5,5.8,26,28.0,23.2,25.7
2000-11-03,1.1,2.7,41,,1.5,6.2,24,30.6,25.7,28.4
2000-11-04,1.1,2.9,38,,1.5,6.3,24,35.4,23.2,30.6
2000-11-05,1.8,3.2,56,,2.2,6.7,33,28.4,8.6,18.3
2000-11-06,1.8,3.4,53,,2.2,6.8,32,27.1,4.6,12.6
2000-11-07,1.8,3.6,50,,2.2,7.6,29,21.0,3.6,14.4
2000-11-08,1.8,3.6,50,,2.2,7.8,28,27.3,10.0,19.9
2000-11-09,1.9,3.6,53,,2.3,7.9,29,16.3,8.2,11.1
2000-11-10,1.9,3.6,53,,2.3,8.0,29,12.2,-5.4,3.0
2000-11-11,1.9,3.7,51,,2.3,8.1,28,14.2,-6.9,5.2
2000-11-12,2.2,4.2,52,,2.3,8.2,28,17.8,9.5,13.8
2000-11-13,2.2,4.5,49,,2.3,8.2,28,23.0,10.2,15.6
2000-11-14,2.2,4.6,48,,2.3,8.6,27,33.3,11.7,18.3
2000-11-15,2.2,4.6,48,,2.4,8.8,27,19.4,12.2,16.2
2000-11-16,2.2,5.0,44,,2.4,9.0,27,17.4,15.1,16.3
2000-11-17,2.3,5.2,44,,2.5,9.4,27,17.1,11.5,14.9
2000-11-18,2.3,5.4,43,,2.5,9.8,26,19.9,15.4,17.8
2000-11-19,2.3,5.8,40,,2.6,10.2,25,19.8,16.7,17.6
2000-11-20,2.3,5.8,40,,2.6,10.6,25,27.7,13.5,18.0
2000-11-21,2.3,6.7,34,,2.6,11.0,24,34.3,14.4,22.3
2000-11-22,2.3,7.0,33,,2.6,11.2,23,33.8,15.1,21.2
2000-11-23,2.3,7.3,32,,2.6,12.2,21,35.8,13.6,23.5
2000-11-24,2.4,7.6,32,,2.7,12.4,22,26.1,23.7,25.0
2000-11-25,2.4,7.8,31,,2.7,12.6,21,28.4,21.4,25.5
2000-11-26,2.5,8.0,31,,2.8,13.2,21,28.8,25.2,26.2
2000-11-27,2.8,8.2,34,,3.1,13.6,23,28.8,22.1,24.8
2000-11-28,3.7,8.6,43,,4.0,14.1,28,23.7,7.0,17.6
2000-11-29,3.7,8.8,42,,4.0,14.2,28,27.1,6.6,18.5
2000-11-30,3.9,9.1,43,,4.2,14.5,29,26.4,19.4,24.3
2000-12-01,4.1,9.7,42,,4.3,14.9,29,31.3,15.4,23.9
2000-12-02,4.1,10.0,41,,4.3,15.2,28,27.9,18.7,25.0
2000-12-03,4.3,10.2,42,,4.6,15.6,29,27.1,12.4,22.3
2000-12-04,4.3,10.5,41,,4.6,16.0,29,25.2,11.1,17.6
2000-12-05,4.3,10.8,40,,4.6,16.2,28,19.8,12.9,17.2
2000-12-06,4.3,10.8,40,,4.6,16.4,28,30.4,14.5,22.8
2000-12-07,4.4,10.8,41,,4.6,16.6,28,27.3,14.0,21.2
2000-12-08,4.4,11.5,38,,4.6,16.6,28,23.9,12.0,19.2
2000-12-09,4.5,12.2,37,,4.7,17.3,27,11.7,-5.3,-0.8
2000-12-10,4.6,12.7,36,,4.8,18.0,27,4.6,-17.1,-4.5
2000-12-11,4.6,12.9,36,,4.9,18.6,26,5.0,-16.2,-6.3
2000-12-12,4.6,13.0,35,,4.9,18.8,26,9.9,-10.8,0.3
2000-12-13,4.7,13.2,36,,4.9,19.1,26,11.8,-5.8,4.1
2000-12-14,4.8,13.7,35,,5.1,19.4,26,22.3,9.9,13.3
2000-12-15,5.3,13.7,39,,5.6,20.0,28,20.8,-16.8,-0.8
