Run   obj.function   par_x01   par_x02   par_x03   par_x04   par_x05   par_x06   par_x07   par_x08   par_x09   par_x10   par_x11   par_x12   par_x13   par_x14   par_x15   par_x16   par_x17   par_x18   par_x19   par_x20   par_x21   par_x22   par_x23   par_x24   par_x25   par_x26   par_x27   par_x28   par_x29   par_x32   par_x33   par_x34   par_x35   par_x36   par_x37   par_x38   par_x39   par_x40   par_x53   par_x54   par_x55   par_x56   par_x57   par_x58   par_x59   par_x60   par_x61   par_x62   par_x63   par_x64
1022   -8.19E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   5.40E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   6.33E+00   6.34E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   1.09E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1023   -8.21E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   5.40E-02   7.18E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   1.09E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1024   -8.16E-01   2.86E-01   3.41E-01   3.69E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   5.40E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   1.30E-01   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   1.09E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   8.22E+00   8.49E-01   4.88E-01
1025   -8.17E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   1.36E-01   5.40E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   5.82E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   1.09E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   8.76E+00   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1026   -8.21E-01   2.86E-01   1.65E-01   3.67E-01   -1.62E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   6.05E-02   4.98E-02   5.40E-02   5.95E-01   7.66E+01   4.58E-01   2.33E-02   6.60E-02   4.19E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   1.09E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1027   -8.24E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   1.09E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1028   -8.20E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   2.85E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   1.80E-01   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   1.09E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1029   -8.17E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.72E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   5.57E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   1.09E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.14E+01   8.49E-01   3.56E-01
1030   -8.15E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.28E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.42E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   4.26E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.91E-02   7.35E-02   1.28E-01   3.22E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   4.76E+00   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1031   -8.17E-01   2.86E-01   1.65E-01   4.63E-01   1.96E-01   3.56E+00   4.88E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   1.09E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.54E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   3.84E-01
1032   -8.24E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.36E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   6.64E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.79E+00   6.32E+00   3.43E+00   2.82E-01   -4.97E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   1.09E-01   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1033   -8.20E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   1.97E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   2.70E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   1.09E-01   3.74E-02   1.39E-01   1.12E-01   3.33E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1034   -8.24E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   8.87E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1035   -8.24E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   4.75E-02   7.35E-02   8.87E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1036   -8.12E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.08E-02   6.97E+00   6.86E+00   1.70E-01   6.82E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   2.40E+00   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   2.77E+00   1.43E+00   2.31E-02   8.04E-02   8.87E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.50E+01   1.17E+01   1.86E+01   1.45E+01   8.49E-01   4.88E-01
1037   -8.17E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.16E-01   8.19E+00   3.17E-01   9.73E-02   4.32E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.38E-01   3.24E+00   1.42E+00   2.31E-02   7.35E-02   8.87E-02   9.43E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1038   -8.22E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   4.02E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.51E-02   8.87E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.21E+01   8.49E-01   4.88E-01
1039   -8.21E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.77E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   8.87E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.25E+01   8.49E-01   4.88E-01
1040   -8.23E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   1.64E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   4.15E-01   9.73E-02   1.97E-01   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   8.87E-02   2.62E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1041   -8.14E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   1.17E-02   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   8.87E-02   5.79E-02   1.39E-01   1.12E-01   1.29E-01   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1042   -8.24E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.41E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   5.17E-02   8.87E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1043   -8.24E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.07E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   9.94E-01   2.31E-02   3.11E-02   8.87E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1044   -8.20E-01   2.86E-01   1.65E-01   4.25E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   6.31E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   5.18E-03   7.35E-02   8.87E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.90E+01   7.04E+00   8.49E-01   4.88E-01
1045   -8.24E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   7.77E-02   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.31E+00   2.31E-02   7.35E-02   8.87E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.49E-01   4.88E-01
1046   -8.22E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   6.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   5.79E-02   4.98E-02   7.77E-02   5.95E-01   8.81E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   9.73E-02   4.25E-02   5.08E+00   6.94E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   2.31E-02   7.35E-02   8.87E-02   3.74E-02   1.39E-01   1.12E-01   5.16E-02   1.22E+01   1.17E+01   1.86E+01   1.17E+01   8.97E-01   4.88E-01
1047   -8.24E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1048   -8.19E-01   2.86E-01   3.13E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.45E+00   4.86E+00   1.70E-01   5.19E+00   1.19E+00   7.85E-01   1.16E+00   5.06E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   3.88E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.79E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.67E+01   8.49E-01   4.88E-01
1049   -8.18E-01   2.86E-01   1.65E-01   6.70E-01   1.96E-01   3.56E+00   4.63E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   9.82E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.02E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1050   -8.18E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.65E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   3.65E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -3.94E-01   3.24E+00   1.13E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1051   -8.21E-01   2.86E-01   1.65E-01   3.67E-01   5.63E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   8.08E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.49E-01   8.62E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1052   -8.19E-01   2.86E-01   1.65E-01   3.67E-01   2.12E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   8.45E-01   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   2.80E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1053   -8.23E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.93E-01   1.35E-02   4.25E-02   4.96E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.72E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1054   -8.22E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.45E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   6.26E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1055   -8.20E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   2.57E-01   8.82E-02   6.59E-02   4.62E-01   9.06E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1056   -8.23E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   4.09E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   5.02E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1057   -8.10E-01   2.86E-01   4.37E-01   3.67E-01   1.96E-01   3.56E+00   4.30E-02   6.97E+00   4.86E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.01E+00   4.79E-01   6.82E-01   5.89E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   2.91E-01   6.59E-02   4.62E-01   8.19E+00   4.90E-01   1.35E-02   4.25E-02   5.15E+00   6.38E+00   6.32E+00   3.56E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   6.10E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
1058   -8.20E-01   2.86E-01   1.65E-01   3.67E-01   1.96E-01   3.56E+00   5.06E-02   6.97E+00   5.15E+00   1.70E-01   5.19E+00   1.24E+00   7.85E-01   1.05E+00   4.79E-01   6.82E-01   5.28E-01   7.54E-03   4.98E-02   1.03E-01   5.95E-01   7.66E+01   4.58E-01   8.82E-02   6.59E-02   4.62E-01   8.19E+00   3.17E-01   1.35E-02   4.25E-02   5.08E+00   6.38E+00   6.32E+00   3.64E+00   2.82E-01   -4.02E-01   3.24E+00   1.43E+00   8.95E-02   7.35E-02   9.40E-02   3.74E-02   1.39E-01   1.12E-01   6.69E-02   1.22E+01   1.17E+01   1.54E+01   1.17E+01   8.49E-01   4.88E-01
