Run   obj.function   par_x01       par_x02       par_x03       par_x04       par_x05       par_x06       par_x07       par_x08       par_x09       par_x10       par_x11       par_x12       par_x13       par_x14       par_x15       par_x16       par_x17       par_x18       par_x19       par_x20       par_x21       par_x22       par_x23       par_x24       par_x25       par_x26       par_x27       par_x28       par_x29       par_x30       par_x31       par_x32       par_x33       par_x34       par_x35       par_x36       par_x37       par_x38       par_x39       par_x40       par_x41       par_x42       par_x43       par_x44       par_x45       par_x46       par_x47       par_x48       par_x49       par_x50       par_x51       par_x52       par_x53       par_x54       par_x55       par_x56       par_x57       par_x58       par_x59       par_x60       par_x61       par_x62       par_x63       par_x64       
1606  -3.423024E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.159835E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.502580E+00  3.243352E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.866624E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1607  -3.387450E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.146136E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.339463E-01  4.575048E-01  4.002956E-02  7.502580E+00  3.243352E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.866624E+00  6.913860E+00  -3.584056E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.871348E-01  4.421462E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  4.606142E+00  1.107349E+00  4.103818E-01  
1608  -3.087403E-01  1.238493E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.032016E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.159835E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.502580E+00  3.243352E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.866624E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  1.038557E+01  6.380143E-01  4.421462E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1609  -3.344752E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.869053E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.159835E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  8.037204E+00  3.243352E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.866624E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.733499E-01  9.209413E-01  1.544336E+02  4.475614E+02  2.063249E+00  4.738873E-01  4.421462E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.967321E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1610  -3.408493E-01  2.402570E-01  1.961244E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.640469E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.159835E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.502580E+00  3.731233E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.866624E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.553127E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  6.057641E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  7.609429E-02  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1611  -3.382451E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.755314E+00  9.651520E-02  5.723331E+00  2.075513E+00  8.382837E-01  1.159835E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.502580E+00  3.243352E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.866624E+00  6.913860E+00  -4.207173E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.796958E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.568176E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1612  -3.422583E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.159835E+00  1.246992E+00  7.121987E-01  6.835395E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.967504E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.502580E+00  3.243352E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.866624E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.379747E+00  3.594416E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1613  -3.313495E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.159835E+00  1.246992E+00  7.121987E-01  7.411410E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.487751E-01  9.221324E+00  3.031169E+01  3.817212E-01  3.967980E-01  4.575048E-01  4.002956E-02  7.502580E+00  3.243352E-01  4.788491E-01  4.474469E-01  5.323216E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.866624E+00  6.913860E+00  -4.745428E-01  2.004472E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.473382E+00  4.390215E+00  2.097505E+00  9.743391E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.038387E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1614  -3.368841E-01  2.402570E-01  1.639629E-01  9.996913E-01  -8.030974E-01  3.125383E-01  4.046991E-02  4.835604E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.159835E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.746212E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  6.903425E+00  3.243352E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.866624E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.521911E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  3.196341E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  5.310964E+00  1.107349E+00  4.103818E-01  
1615  -3.423201E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.507605E+00  3.733983E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1616  -3.395481E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  9.618327E+00  3.733983E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.540149E+00  4.077524E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  1.206646E+00  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  7.503282E-01  4.421462E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.317409E+01  1.498430E+01  7.616148E+00  1.107349E+00  2.235313E-01  
1617  -3.276627E-01  2.402570E-01  2.346433E-01  9.699722E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  1.359612E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.971497E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.507605E+00  3.733983E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  5.822757E+00  4.077524E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.183408E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  1.190985E+01  1.107349E+00  4.103818E-01  
1618  -3.397190E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  8.436272E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  8.563472E-01  1.246992E+00  7.121987E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  9.469750E+00  3.733983E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.096114E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  3.027468E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.517243E-01  1.776657E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1619  -3.423201E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.739753E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.507605E+00  3.733983E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.458486E+00  2.459853E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.379747E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1620  -3.426463E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.638965E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.507605E+00  3.288899E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.471079E+00  2.459853E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.282799E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1621  -3.383077E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.640010E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.638965E-01  4.684476E-02  1.965568E-02  1.936152E-01  9.221324E+00  2.764521E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.663119E-02  7.507605E+00  3.288899E-01  4.788491E-01  4.474469E-01  2.365874E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.471079E+00  2.459853E-01  9.660833E-01  8.733499E-01  9.209413E-01  8.180914E+00  4.475614E+02  2.063249E+00  6.125681E-01  4.421462E-01  2.755612E-01  4.282799E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1622  -3.370100E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.638965E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.626130E+00  3.288899E-01  4.788491E-01  4.474469E-01  4.775502E+01  9.712083E-01  6.983268E+00  4.077524E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.471079E+00  2.459853E-01  9.660833E-01  8.733499E-01  6.806998E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.282799E+00  3.246992E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.524296E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1623  -3.424821E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.638965E-01  1.291703E-01  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.507605E+00  3.288899E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  3.827159E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.471079E+00  2.459853E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.282799E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.901149E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1624  -3.425774E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.638965E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.507605E+00  3.288899E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.879794E+00  1.471079E+00  2.459853E-01  9.660833E-01  9.710625E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.282799E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1625  -2.722731E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.638965E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.575048E-01  4.002956E-02  7.507605E+00  3.288899E-01  4.788491E-01  4.474469E-01  4.503133E+01  3.978375E+01  6.983268E+00  4.077524E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.471079E+00  2.459853E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.866083E-01  5.641521E-01  4.282799E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1626  -3.107088E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  3.125383E-01  4.046991E-02  4.054129E+00  1.484541E+00  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.213329E+00  7.121987E-01  7.326828E-01  4.638965E-01  4.684476E-02  6.157967E-03  1.599967E-01  9.221324E+00  6.068384E+01  3.817212E-01  4.017973E-01  4.575048E-01  4.002956E-02  7.507605E+00  3.288899E-01  4.788491E-01  4.474469E-01  4.503133E+01  4.291825E-01  6.983268E+00  4.077524E+00  3.962000E+00  6.913860E+00  -4.745428E-01  3.092091E-01  1.854351E+00  1.471079E+00  2.459853E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.282799E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.080243E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1627  -3.428304E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  4.938210E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.638965E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.377692E-01  4.002956E-02  7.507605E+00  3.288899E-01  4.788491E-01  4.474469E-01  7.923018E+00  4.291825E-01  6.983268E+00  3.973997E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.471079E+00  2.459853E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.282799E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1628  -3.391492E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  4.938210E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.674494E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.638965E-01  4.684476E-02  5.286040E-03  1.936152E-01  9.221324E+00  4.561719E+01  3.817212E-01  4.220780E-01  4.377692E-01  4.002956E-02  7.507605E+00  3.288899E-01  4.788491E-01  4.474469E-01  7.923018E+00  4.291825E-01  6.983268E+00  3.973997E+00  3.463874E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.471079E+00  2.459853E-01  9.660833E-01  8.733499E-01  1.061689E+00  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.282799E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1629  -3.304620E-01  2.402570E-01  1.639629E-01  9.996913E-01  -9.836944E-01  4.938210E-01  4.046991E-02  4.054129E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  6.029719E-01  7.326828E-01  4.638965E-01  4.684476E-02  6.157967E-03  1.936152E-01  2.918659E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.377692E-01  4.002956E-02  7.507605E+00  3.288899E-01  4.788491E-01  4.474469E-01  7.923018E+00  4.291825E-01  6.983268E+00  3.973997E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.471079E+00  2.459853E-01  9.660833E-01  6.431679E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.300017E+00  4.390215E+00  2.097505E+00  6.704627E-02  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.908566E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
1630  -3.062489E-01  3.931834E-01  1.639629E-01  9.996913E-01  -9.836944E-01  4.938210E-01  4.046991E-02  4.110319E+00  9.651520E-02  3.985373E+00  2.075513E+00  8.382837E-01  1.078283E+00  1.246992E+00  7.121987E-01  7.326828E-01  4.638965E-01  4.684476E-02  6.157967E-03  1.936152E-01  9.221324E+00  3.031169E+01  3.817212E-01  4.346467E-01  4.377692E-01  4.002956E-02  7.507605E+00  3.288899E-01  4.788491E-01  3.448644E-01  7.923018E+00  7.422821E+00  6.983268E+00  3.796369E+00  3.962000E+00  6.913860E+00  -4.745428E-01  2.968616E-01  1.854351E+00  1.471079E+00  2.459853E-01  9.660833E-01  8.733499E-01  9.209413E-01  3.990832E+00  4.475614E+02  2.063249E+00  6.380143E-01  4.421462E-01  4.930139E-01  4.282799E+00  4.390215E+00  2.097505E+00  1.017726E-01  1.570255E-01  1.897074E-01  2.089225E-02  1.079223E-01  1.915027E-01  1.027532E+01  1.880464E+01  1.498430E+01  7.616148E+00  1.107349E+00  4.103818E-01  
